0.0487 0.0485 0.0118 1.4710 0.0525
0.0474 0.0481 0.0125 1.6181 0.0526
0.0476 0.0491 0.0122 1.4988 0.0517
0.0467 0.0493 0.0132 1.5347 0.0553
0.0480 0.0482 0.0122 1.4181 0.0519
0.0478 0.0477 0.0123 1.4193 0.0522
0.0471 0.0473 0.0123 1.4415 0.0526
0.0470 0.0469 0.0121 1.4282 0.0523
0.0465 0.0472 0.0123 1.4267 0.0522
0.0468 0.0467 0.0123 1.4381 0.0527
0.0478 0.0477 0.0124 1.4336 0.0521
0.0483 0.0480 0.0125 1.4415 0.0526
0.0472 0.0478 0.0123 1.4412 0.0527
0.0473 0.0489 0.0124 1.4533 0.0522
0.0465 0.0484 0.0124 1.4483 0.0530
0.0468 0.0481 0.0123 1.4487 0.0518
0.0471 0.0475 0.0122 1.4394 0.0523
0.0475 0.0477 0.0124 1.4511 0.0521
0.0464 0.0475 0.0120 1.4437 0.0520
0.0472 0.0500 0.0123 1.4527 0.0514
0.0478 0.0476 0.0122 1.4408 0.0518
0.0466 0.0479 0.0123 1.4400 0.0512
0.0464 0.0463 0.0122 1.4413 0.0524
0.0471 0.0474 0.0123 1.4442 0.0515
0.0464 0.0471 0.0124 1.4368 0.0517
0.0464 0.0468 0.0123 1.4309 0.0523
0.0462 0.0460 0.0123 1.5115 0.0519
0.0462 0.0467 0.0122 1.5119 0.0575
0.0486 0.0499 0.0126 1.4395 0.0515
0.0463 0.0463 0.0122 1.4740 0.0533
0.0467 0.0478 0.0123 1.4997 0.0519
0.0462 0.0464 0.0125 1.4926 0.0537
0.0483 0.0506 0.0125 1.4727 0.0517
0.0476 0.0482 0.0124 1.4702 0.0521
0.0473 0.0490 0.0123 1.4725 0.0520
0.0473 0.0471 0.0122 1.4725 0.0523
0.0471 0.0478 0.0125 1.4760 0.0529
0.0479 0.0489 0.0122 1.4485 0.0523
0.0467 0.0469 0.0123 1.4744 0.0536
0.0472 0.0480 0.0125 1.4592 0.0521
0.0474 0.0469 0.0124 1.4433 0.0521
0.0465 0.0471 0.0119 1.4726 0.0529
0.0475 0.0480 0.0150 1.4704 0.0525
0.0472 0.0472 0.0123 1.4375 0.0528
0.0469 0.0484 0.0123 1.4668 0.0529
0.0483 0.0491 0.0125 1.4660 0.0521
0.0480 0.0476 0.0124 1.4528 0.0518
0.0475 0.0477 0.0124 1.4930 0.0521
0.0473 0.0478 0.0125 1.4778 0.0529
0.0483 0.0485 0.0123 1.4515 0.0516
0.0472 0.0470 0.0124 1.4726 0.0526
0.0476 0.0474 0.0122 1.4680 0.0524
0.0472 0.0481 0.0124 1.4336 0.0519
0.0465 0.0479 0.0122 1.4753 0.0538
0.0480 0.0465 0.0123 1.4702 0.0522
0.0475 0.0490 0.0124 1.4491 0.0523
0.0480 0.0484 0.0125 1.4814 0.0534
0.0479 0.0483 0.0128 1.4549 0.0523
0.0467 0.0479 0.0124 1.4400 0.0523
0.0462 0.0481 0.0123 1.4731 0.0523
0.0471 0.0471 0.0126 1.4578 0.0524
0.0480 0.0486 0.0123 1.4409 0.0522
0.0464 0.0479 0.0123 1.4777 0.0530
0.0476 0.0496 0.0123 1.4754 0.0522
0.0469 0.0493 0.0124 1.4352 0.0516
0.0479 0.0485 0.0125 1.4813 0.0520
0.0469 0.0478 0.0127 1.4764 0.0519
0.0472 0.0485 0.0122 1.4586 0.0521
0.0474 0.0467 0.0124 1.4818 0.0523
0.0474 0.0482 0.0124 1.4791 0.0516
0.0469 0.0477 0.0124 1.4316 0.0524
0.0469 0.0465 0.0123 1.4694 0.0522
0.0470 0.0480 0.0124 1.4648 0.0529
0.0472 0.0479 0.0124 1.4315 0.0522
0.0470 0.0480 0.0124 1.4624 0.0528
0.0475 0.0466 0.0126 1.4563 0.0515
0.0476 0.0485 0.0123 1.4311 0.0527
0.0475 0.0484 0.0123 1.4723 0.0527
0.0484 0.0486 0.0125 1.4634 0.0525
0.0471 0.0482 0.0123 1.4431 0.0522
0.0468 0.0470 0.0124 1.4755 0.0522
0.0466 0.0468 0.0126 1.4614 0.0510
0.0465 0.0485 0.0127 1.4406 0.0521
0.0472 0.0471 0.0124 1.4634 0.0532
0.0512 0.0482 0.0124 1.4721 0.0524
0.0477 0.0482 0.0125 1.4426 0.0521
0.0467 0.0465 0.0123 1.4695 0.0529
